exre: stochastic chemical discovery
seeds: 27   iters: 800000   T: 350.0   rng: 4242
[novel] C3NCa             E=2214.2  atoms=5 bonds=4  parent=methylamine
[novel] C2HN              E=3632.0  atoms=4 bonds=4  parent=ethane
[novel] C2H2N3O           E=6274.4  atoms=8 bonds=6  parent=hydrazine
[novel] FMgClBr           E=118.6  atoms=4 bonds=3  parent=HF
[novel] C2H2NBr           E=4399.6  atoms=6 bonds=6  parent=ethane
[novel] NO2               E=-358.0  atoms=3 bonds=2  parent=NO
[novel] CH2OMgKBr         E=2276.6  atoms=7 bonds=6  parent=methylamine
[novel] NaBr2             E=1383.1  atoms=3 bonds=1  parent=phosphine
[novel] C2HONa            E=2016.5  atoms=5 bonds=4  parent=ethane
[novel] CNK               E=1103.9  atoms=3 bonds=2  parent=HCl
[novel] Mg2               E=300.0  atoms=2 bonds=1  parent=methane
[novel] N                 E=1710.0  atoms=1 bonds=0  parent=phosphine
[novel] HFS               E=2386.0  atoms=3 bonds=2  parent=methylamine
[novel] H2Ca              E=4379.6  atoms=3 bonds=2  parent=phosphine
[novel] OFK               E=-881.4  atoms=3 bonds=2  parent=HF
[novel] MgSClCa           E=-603.0  atoms=4 bonds=3  parent=H2
[novel] CNONa             E=381.5  atoms=4 bonds=3  parent=formic_acid
[novel] CHNO3Mg2ClCa      E=2798.2  atoms=10 bonds=8  parent=methylamine
[novel] HN2ClCa           E=2814.6  atoms=5 bonds=5  parent=hydrazine
[novel] HNOBr             E=1661.9  atoms=4 bonds=3  parent=methylamine
[novel] CO3NaP            E=1544.5  atoms=6 bonds=4  parent=methylamine
[novel] ClBr              E=-79.2  atoms=2 bonds=1  parent=CO
[novel] NO2MgCa           E=-221.3  atoms=5 bonds=4  parent=methylamine
[novel] CH2O2SCa          E=2039.2  atoms=7 bonds=6  parent=formic_acid
[novel] CHNOP             E=2656.0  atoms=5 bonds=4  parent=methylamine
[novel] CH2NOK            E=2771.9  atoms=6 bonds=5  parent=methylamine
[novel] C2OMg             E=2025.4  atoms=4 bonds=3  parent=methylamine
[novel] HNO2P             E=2346.4  atoms=5 bonds=4  parent=phosphine
[novel] HNOS              E=1805.4  atoms=4 bonds=3  parent=hydrogen_peroxide
[novel] HN2FClBr          E=2652.8  atoms=6 bonds=5  parent=hydrazine
[novel] HN2NaPBr          E=2174.6  atoms=6 bonds=5  parent=phosphine
[novel] HOF2PCl           E=965.2  atoms=6 bonds=5  parent=phosphine
[novel] OCa2              E=-620.2  atoms=3 bonds=2  parent=H2
[novel] FNaMgClCa         E=-868.2  atoms=5 bonds=4  parent=H2
[novel] HO                E=1897.0  atoms=2 bonds=1  parent=water
[novel] CH2F              E=1229.0  atoms=4 bonds=3  parent=chloromethane
[novel] H2N4P             E=2033.8  atoms=7 bonds=6  parent=hydrazine
[novel] CH2NPBr           E=4799.3  atoms=6 bonds=5  parent=methylamine
[novel] CHO2FNaKCa        E=2496.7  atoms=8 bonds=4  parent=methylamine
[novel] H3N2P             E=6665.0  atoms=6 bonds=5  parent=hydrazine
[novel] H2NO2K            E=3502.9  atoms=6 bonds=5  parent=methylamine
[novel] H4NCl             E=8756.0  atoms=6 bonds=4  parent=hydrazine
[novel] CNa               E=1404.5  atoms=2 bonds=1  parent=methylamine
[novel] HOP               E=1348.0  atoms=3 bonds=2  parent=phosphine
[novel] CH2N2O2           E=3725.0  atoms=7 bonds=6  parent=methylamine
[novel] HKBr              E=1456.1  atoms=3 bonds=2  parent=H2
[novel] C2H5              E=8997.4  atoms=7 bonds=6  parent=ethane
[novel] NBr               E=652.3  atoms=2 bonds=1  parent=H2
[novel] H2FNaP            E=1177.2  atoms=5 bonds=4  parent=phosphine
[novel] N3O               E=121.0  atoms=4 bonds=3  parent=hydrazine
[novel] C2N2O             E=1310.0  atoms=5 bonds=4  parent=ethane
[novel] N4                E=1062.0  atoms=4 bonds=3  parent=hydrazine
[novel] MgS               E=178.1  atoms=2 bonds=1  parent=methane
[novel] NaSClCa           E=-1061.4  atoms=4 bonds=3  parent=HCl
[novel] NOCa              E=37.2  atoms=3 bonds=2  parent=methylamine
[novel] CH2NOPS           E=4910.0  atoms=7 bonds=6  parent=methylamine
[novel] CHNO2Cl           E=1631.0  atoms=6 bonds=5  parent=methylamine
[novel] ONaMgCa           E=-1151.2  atoms=4 bonds=3  parent=H2
[novel] NOMgKCa           E=-1203.4  atoms=5 bonds=4  parent=HCl
[novel] Si                E=2970.0  atoms=1 bonds=0  parent=silane
[novel] Na2SCaBr          E=-1127.1  atoms=5 bonds=4  parent=HCl
[novel] COFS2             E=311.3  atoms=5 bonds=4  parent=CO
[novel] MgK               E=73.0  atoms=2 bonds=1  parent=H2
[novel] CCa               E=271.2  atoms=2 bonds=1  parent=HCl
[novel] C2HSK             E=2614.6  atoms=5 bonds=4  parent=ethane
[novel] NOP               E=-291.6  atoms=3 bonds=2  parent=O2
[novel] PKBr2             E=-639.4  atoms=4 bonds=3  parent=phosphine
[novel] CHOMgBr           E=1281.6  atoms=5 bonds=4  parent=methylamine
[novel] CaBr              E=-172.2  atoms=2 bonds=1  parent=CO
[novel] HNOPS             E=2106.4  atoms=5 bonds=4  parent=phosphine
[novel] CNO2FNaClCa2      E=317.9  atoms=9 bonds=6  parent=methylamine
[novel] CHN2O2PSCa        E=2180.3  atoms=9 bonds=8  parent=methylamine
[novel] HOS               E=2700.0  atoms=3 bonds=2  parent=methylamine
[novel] F2Cl              E=-187.4  atoms=3 bonds=2  parent=HCl
[novel] HNCa              E=4819.0  atoms=3 bonds=1  parent=phosphine
[novel] CHOMgCl           E=-1116.0  atoms=5 bonds=4  parent=formic_acid
[novel] C2H3K             E=2268.9  atoms=6 bonds=5  parent=ethene
[novel] C2H5F2            E=6659.0  atoms=9 bonds=8  parent=ethane
[novel] COFNa             E=34.6  atoms=4 bonds=3  parent=HF
[novel] CHF2NaCa          E=-794.4  atoms=6 bonds=5  parent=HCl
[novel] CK                E=421.9  atoms=2 bonds=1  parent=CO
[novel] CNO2FBr           E=401.7  atoms=6 bonds=5  parent=methylamine
[novel] CN2O3Mg2ClCa      E=236.5  atoms=10 bonds=8  parent=methylamine
[novel] C2H4Ca            E=7201.6  atoms=7 bonds=6  parent=ethane
[novel] C2H4Na            E=8074.9  atoms=7 bonds=6  parent=ethane
[novel] HNOMgK            E=188.4  atoms=5 bonds=4  parent=hydrazine
[novel] NOF               E=1427.9  atoms=3 bonds=2  parent=hydrazine
[novel] CNO2K             E=4.9  atoms=5 bonds=4  parent=methylamine
[novel] C2N2OS            E=1115.8  atoms=6 bonds=5  parent=ethane
[novel] CHN2PBr           E=2759.8  atoms=6 bonds=5  parent=methylamine
[novel] HN2P              E=3829.0  atoms=4 bonds=2  parent=hydrazine
[novel] CNOS              E=-345.0  atoms=4 bonds=3  parent=methylamine
[novel] C2HNOMgBr         E=2758.6  atoms=7 bonds=6  parent=methylamine
[novel] HF2S              E=1921.6  atoms=4 bonds=3  parent=methylamine
[novel] CHONaClK          E=-1289.1  atoms=6 bonds=5  parent=formic_acid
[novel] HNPS              E=3164.8  atoms=4 bonds=2  parent=hydrazine
[novel] COMgK             E=1657.4  atoms=4 bonds=3  parent=methylamine
[novel] OFPCl             E=-601.0  atoms=4 bonds=3  parent=phosphine
[novel] CN2O3Mg2ClCa2     E=181.8  atoms=11 bonds=9  parent=methylamine
[novel] C2HOMg2Br         E=1464.5  atoms=7 bonds=6  parent=methylamine
[novel] CNFCa             E=1546.7  atoms=4 bonds=3  parent=H2
[novel] K2                E=-60.0  atoms=2 bonds=1  parent=HCl
[novel] N2FBr             E=2011.8  atoms=4 bonds=3  parent=hydrazine
[novel] H2N4F             E=2716.5  atoms=7 bonds=6  parent=hydrazine
[novel] OBr2              E=-302.2  atoms=3 bonds=2  parent=H2
[novel] CNaS              E=31.6  atoms=3 bonds=2  parent=CO
[novel] CNO3NaClCa        E=843.1  atoms=8 bonds=6  parent=methylamine
[novel] CMgClK            E=216.3  atoms=4 bonds=3  parent=HCl
[novel] CH2NONaP          E=3096.4  atoms=7 bonds=6  parent=methylamine
[novel] C3H4F             E=5509.0  atoms=8 bonds=7  parent=ethane
[novel] C2H3O2            E=4067.0  atoms=7 bonds=6  parent=ethane
[novel] H2NP              E=3785.4  atoms=4 bonds=3  parent=methylamine
[novel] HNa               E=1818.1  atoms=2 bonds=1  parent=silane
[novel] CHN2OS            E=169.0  atoms=6 bonds=5  parent=methylamine
[novel] CN2OPS            E=675.3  atoms=6 bonds=5  parent=ethane
[novel] CO2MgK            E=1029.4  atoms=5 bonds=4  parent=methylamine
[novel] C                 E=2970.0  atoms=1 bonds=0  parent=silane
[novel] F2PClK            E=977.5  atoms=5 bonds=3  parent=phosphine
[novel] SiP               E=2252.2  atoms=2 bonds=1  parent=silane
[novel] CH3O              E=3033.0  atoms=5 bonds=4  parent=methanol
[novel] NMg               E=661.9  atoms=2 bonds=1  parent=H2
[novel] CONaClCa          E=1378.8  atoms=5 bonds=3  parent=methylamine
[novel] C2H2F2Ca          E=265.1  atoms=7 bonds=6  parent=chloromethane
[novel] CHNMgK            E=846.9  atoms=5 bonds=4  parent=methylamine
[novel] C2HN2O            E=3637.0  atoms=6 bonds=5  parent=ethane
[novel] OPCl              E=-303.1  atoms=3 bonds=2  parent=phosphine
[novel] ONaPBr2           E=1863.1  atoms=5 bonds=3  parent=phosphine
[novel] ClK               E=-540.6  atoms=2 bonds=1  parent=phosphine
[novel] FCaBr             E=-1180.2  atoms=3 bonds=2  parent=H2
[novel] CN3Ca             E=438.2  atoms=5 bonds=4  parent=hydrazine
[novel] CO3MgK            E=1440.5  atoms=6 bonds=4  parent=methylamine
[novel] NCa               E=-451.8  atoms=2 bonds=1  parent=HCl
[best ] OFNa2             E=-1818.7  atoms=4 bonds=3  parent=H2S
[best ] CHO2K             E=-1979.5  atoms=5 bonds=4  parent=formic_acid
[best ] CNO4FNaClCa       E=-2097.2  atoms=10 bonds=10  parent=methylamine
[best ] CNO4FNaMgClCa     E=-2498.6  atoms=11 bonds=11  parent=methylamine
[best ] C3HNO2MgKBr       E=-2774.6  atoms=10 bonds=9  parent=methylamine
[best ] C3HNO2MgSKBr      E=-3409.5  atoms=11 bonds=10  parent=methylamine
[best ] C3HNO2MgSKBr2     E=-3601.0  atoms=12 bonds=11  parent=methylamine
[best ] C3HNO2MgSKBr2     E=-3639.4  atoms=12 bonds=12  parent=methylamine
[best ] CN2OF2NaKCa       E=-3904.1  atoms=9 bonds=9  parent=methylamine
[best ] CNOF2ClK2Ca3      E=-4038.2  atoms=11 bonds=10  parent=ethane
[best ] CNOF2ClK2Ca3      E=-4194.2  atoms=11 bonds=11  parent=ethane
[best ] O2F2NaCa3         E=-4531.8  atoms=8 bonds=7  parent=methylamine
[best ] CNOF2MgClCa4      E=-4833.8  atoms=11 bonds=11  parent=methylamine
[best ] COF3MgClCa5       E=-4850.6  atoms=12 bonds=12  parent=methylamine
[best ] COF3MgClCa5       E=-4883.2  atoms=12 bonds=11  parent=methylamine
[best ] COF3MgClCa5Br     E=-5027.6  atoms=13 bonds=12  parent=methylamine
[best ] COF4MgClCa5Br     E=-5520.6  atoms=14 bonds=13  parent=methylamine
[best ] COF4MgClKCa5Br    E=-5547.1  atoms=15 bonds=14  parent=methylamine
[best ] O4FKCa4           E=-5720.6  atoms=10 bonds=11  parent=water
[best ] O4FKCa4           E=-5848.3  atoms=10 bonds=10  parent=water
[best ] CNO4F2NaMgCa3Br   E=-5936.4  atoms=14 bonds=14  parent=methylamine
[best ] CNO4FNaMgCa3Br    E=-5985.1  atoms=13 bonds=13  parent=methylamine
[best ] O4FKCa5Br         E=-6401.4  atoms=12 bonds=11  parent=water
[best ] O5FKCa5           E=-6459.5  atoms=12 bonds=11  parent=water
[best ] CNO4FNaMg2Ca3Br   E=-6573.1  atoms=14 bonds=15  parent=methylamine
[best ] O5FKCa5Br         E=-6650.0  atoms=13 bonds=12  parent=water
[best ] O5FKCa5           E=-6699.5  atoms=12 bonds=11  parent=water
[best ] O5FKCa5Br         E=-6736.7  atoms=13 bonds=12  parent=water
[best ] O5FKCa5Br         E=-6779.8  atoms=13 bonds=13  parent=water
[best ] CNO6MgKCa5        E=-6813.6  atoms=15 bonds=17  parent=phosphine
[best ] O7NaK2Ca5         E=-7072.7  atoms=15 bonds=14  parent=phosphine
[best ] O7NaK2Ca5Br       E=-7073.8  atoms=16 bonds=15  parent=phosphine

--- summary ---
iters=800000  accepted=120600  rejected=679400  novel=485  pop=512
global best E=-7073.8
